--Move Updates--
Made Swords Dance have 20 PP
Made Vine Whip have 45 power and 25 PP
Made Pin Missile have 25 power and 95% accuracy
Made Flamethrower have 90 power
Made Hydro Pump have 110 power
Made Surf have 90 power
Made Ice Beam have 90 power
Made Blizzard have 110 power
Made Growth have 20 PP
Made Thunderbolt have 90 power
Made Thunder have 110 power
Made Minimize have 10 PP
Made Barrier have 20 PP
Made Lick have 30 power
Made Smog have 30 power
Made Fire Blast have 110 power
Made Skull Bash have 130 power and 10 PP
Made Glare have 100% accuracy
Made Poison Gas have 90% accuracy
Made Bubble have 40 power
Made Psywave have 100% accuracy
Made Acid Armor have 20 PP
Made Crabhammer have 100 power
Made Thief have 60 power and 25 PP
Made Snore have 50 power
Made Fury Cutter have 40 power
Made Future Sight have 120 power
Made Heat Wave have 95 power
Made Will-O-Wisp have 85% accuracy
Made SmellingSalt have 70 power
Made Knock Off have 65 power
Made Meteor Mash have 90 power and 90% accuracy
Made Air Cutter have 60 power
Made Overheat have 130 power
Made Rock Tomb have 60 power, 15 PP and 95% accuracy
Made Extrasensory have 20 PP
Made Muddy Water have 90 power
Made Covet have 25 PP
Made Wake-Up Slap have 70 power
Made Tailwind have 15 PP
Made Assurance have 60 power
Made Psycho Shift have 100% accuracy
Made Aura Sphere have 80 power
Made Air Slash have 15 PP
Made Dragon Pulse have 85 power
Made Power Gem have 80 power
Made Energy Ball have 90 power
Made Draco Meteor have 130 power
Made Leaf Storm have 130 power
Made Gunk Shot have 80% accuracy
Made Chatter have 65 power
Made Magma Storm have 100 power
Made Storm Throw have 60 power
Made Synchronoise have 120 power
Made Low Sweep have 65 power
Made Hex have 65 power
Made Incinerate have 60 power
Made Water Pledge have 80 power
Made Fire Pledge have 80 power
Made Grass Pledge have 80 power
Made Struggle Bug have 50 power
Made Frost Breath have 45 power
Made Sacred Sword have 15 PP
Made Hurricane have 110 power
Made Techno Blast have 120 power

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ABILITY3    |ITEM
485 Heatran    : Ember at level 1, Sunny Day at level 9, Chatter at level 17, Fire Fang at level 25, Heavy Slam at level 33, Night Slash at level 41, Flash Cannon at level 49, Meteor Mash at level 57, Fusion Flare at level 65, Sacred Fire at level 73, SolarBeam at level 81, Overheat at level 88, V-create at level 96
486 Regigigas  : False Swipe at level 1, SonicBoom at level 1, Stockpile at level 1, Dizzy Punch at level 1, SmellingSalt at level 1, Acupressure at level 1, Tail Slap at level 1, Disable at level 25, Howl at level 40, Sky Uppercut at level 50, Supersonic at level 65, Ice Beam at level 75, Toxic at level 90, Giga Impact at level 100
487 Giratina   : Shell Smash at level 1, Lick at level 1, Shadow Punch at level 6, Teeter Dance at level 10, Dragon Claw at level 15, Curse at level 19, Destiny Bond at level 24, Spite at level 28, Dragon Rush at level 33, Shadow Force at level 37, Night Shade at level 42, Nightmare at level 46, Flare Blitz at level 50
488 Cresselia  : Barrage at level 1, Confusion at level 1, Cosmic Power at level 11, Amnesia at level 20, Trick Room at level 29, Weather Ball at level 38, Round at level 47, Barrier at level 57, Magic Coat at level 66, Telekinesis at level 75, Skill Swap at level 84, Extrasensory at level 93
489 Phione     : Lovely Kiss at level 1, Brine at level 1, Water Sport at level 9, BubbleBeam at level 16, Mirror Move at level 24, Slack Off at level 31, Soak at level 39, Razor Shell at level 46, Aqua Tail at level 54, Aqua Ring at level 61, Water Spout at level 69
490 Manaphy    : Bubble at level 1, Aqua Ring at level 1, Fury Cutter at level 1, Poison Fang at level 9, Air Cutter at level 16, Soak at level 24, BubbleBeam at level 31, Razor Shell at level 39, Zen Headbutt at level 46, Crabhammer at level 54, Focus Blast at level 61, Mega Kick at level 69, Acupressure at level 76
491 Darkrai    : Tackle at level 1, Thief at level 1, Lovely Kiss at level 11, Memento at level 20, Foresight at level 29, Faint Attack at level 38, Sucker Punch at level 47, Swagger at level 57, Foul Play at level 66, Sky Attack at level 75, Switcheroo at level 84, Punishment at level 93
492 Shaymin    : Fury Attack at level 1, Flame Charge at level 10, Razor Leaf at level 19, Leaf Tornado at level 28, Horn Leech at level 37, Refresh at level 46, Signal Beam at level 55, Bullet Seed at level 64, Energy Ball at level 73, Leaf Blade at level 82, Sleep Powder at level 91, Aeroblast at level 100
493 Arceus     : Splash at level 1, After You at level 1, Endure at level 1, Feint at level 1, Ice Fang at level 10, Chip Away at level 20, Lunar Dance at level 30, Disable at level 40, Hyper Fang at level 50, Swords Dance at level 60, Screech at level 70, Dual Chop at level 80, Trick Room at level 90, Egg Bomb at level 100
494 Victini    : Stored Power at level 1, Heal Block at level 1, Fire Spin at level 1, Magic Room at level 1, Psycho Cut at level 1, Dig at level 9, Heat Wave at level 17, Power Swap at level 25, Sacred Fire at level 33, Inferno at level 41, Power Trick at level 49, Role Play at level 57, Magma Storm at level 65, Psycho Boost at level 73, Guard Split at level 81, Present at level 89, Heart Swap at level 97
495 Snivy      : Absorb at level 1, Gust at level 4, Work Up at level 7, Mega Drain at level 10, Cotton Spore at level 13, Bite at level 16, Crush Claw at level 19, Giga Drain at level 22, Seed Bomb at level 25, Hyper Voice at level 28, Energy Ball at level 31, Petal Dance at level 34, Seed Flare at level 37, Hyper Beam at level 40, Frenzy Plant at level 43
496 Servine    : Disable at level 1, Mega Drain at level 1, Razor Leaf at level 1, Rock Tomb at level 1, Endeavor at level 4, Thief at level 7, Incinerate at level 10, Magical Leaf at level 13, Present at level 16, Leaf Tornado at level 20, Secret Power at level 24, Horn Leech at level 28, Air Slash at level 32, Worry Seed at level 36, Bullet Seed at level 40, Seed Bomb at level 44, Inferno at level 48, Petal Dance at level 52
497 Serperior  : Shock Wave at level 1, Electro Ball at level 1, Magical Leaf at level 1, Swift at level 1, Round at level 4, Imprison at level 7, Grass Knot at level 10, Harden at level 13, Needle Arm at level 16, Grass Pledge at level 20, Cotton Spore at level 24, Cotton Guard at level 28, Petal Dance at level 32, Wood Hammer at level 38, SolarBeam at level 44, Power Whip at level 50, Seed Flare at level 56, Moonlight at level 62
498 Tepig      : Fire Spin at level 1, Pursuit at level 3, Rock Throw at level 7, Flame Wheel at level 9, Fiery Dance at level 13, Searing Shot at level 15, Inferno at level 19, Swallow at level 21, Sweet Scent at level 25, Copycat at level 27, Skull Bash at level 31, Overheat at level 33, Eruption at level 37, Endeavor at level 39, Heat Crash at level 43
499 Pignite    : Incinerate at level 1, Wing Attack at level 1, Heat Crash at level 1, Fire Fang at level 1, Flame Burst at level 3, Brick Break at level 7, Lava Plume at level 9, Leech Seed at level 13, Final Gambit at level 15, Sunny Day at level 17, Fire Pledge at level 20, Quick Guard at level 23, Secret Sword at level 28, Blaze Kick at level 31, Flamethrower at level 36, Magma Storm at level 39, Detect at level 44, Inferno at level 47, Fire Blast at level 52
500 Emboar     : Mach Punch at level 1, Ember at level 1, Incinerate at level 1, Flame Wheel at level 1, Fire Fang at level 1, Steamroller at level 3, Wake-Up Slap at level 7, Fiery Dance at level 9, Bounce at level 13, Blaze Kick at level 15, Flamethrower at level 17, Heat Wave at level 20, Magma Storm at level 23, Hydro Pump at level 28, Megahorn at level 31, Close Combat at level 38, Will-O-Wisp at level 43, Blast Burn at level 50, Eruption at level 55, V-create at level 62
501 Oshawott   : Rage at level 1, Clamp at level 5, Aqua Ring at level 7, Bubble at level 11, Soak at level 13, Brine at level 17, Bone Club at level 19, Razor Shell at level 23, Signal Beam at level 25, Scald at level 29, Water Pledge at level 31, Entrainment at level 35, Aqua Tail at level 37, Hydro Pump at level 41, Water Spout at level 43
502 Dewott     : Soak at level 1, Whirlwind at level 1, Whirlpool at level 1, Mega Drain at level 1, Water Gun at level 5, Embargo at level 7, Spike Cannon at level 11, Sharpen at level 13, Octazooka at level 17, Slash at level 20, Razor Shell at level 25, Conversion at level 28, Crush Claw at level 33, Water Sport at level 36, Scald at level 41, Aqua Tail at level 44, Crabhammer at level 49, Water Spout at level 52
503 Samurott   : Clamp at level 1, Fake Out at level 1, Magnet Bomb at level 1, BubbleBeam at level 1, Brine at level 1, Stomp at level 5, Octazooka at level 7, Night Slash at level 11, Razor Shell at level 13, Scald at level 17, Soak at level 20, Aqua Ring at level 25, Water Pledge at level 28, Muddy Water at level 33, Aqua Tail at level 36, Recover at level 38, Frustration at level 45, Crabhammer at level 50, Hydro Pump at level 57, Water Spout at level 62
504 Patrat     : Covet at level 1, Confuse Ray at level 3, Retaliate at level 6, Crush Claw at level 8, Focus Energy at level 11, Softboiled at level 13, Extrasensory at level 16, Wild Charge at level 18, SmokeScreen at level 21, Mimic at level 23, Yawn at level 26, Techno Blast at level 28, Sing at level 31, Head Charge at level 33, Giga Impact at level 36
505 Watchog    : Odor Sleuth at level 1, Refresh at level 1, Lovely Kiss at level 1, Ominous Wind at level 1, Glare at level 3, Bulldoze at level 6, Covet at level 8, Tickle at level 11, Follow Me at level 13, Headbutt at level 16, Acupressure at level 18, SmellingSalt at level 20, Secret Power at level 22, Razor Wind at level 25, Swords Dance at level 29, Horn Drill at level 32, Body Slam at level 36, Judgment at level 39, Recover at level 43
506 Lillipup   : Encore at level 1, Tackle at level 1, Weather Ball at level 5, Bide at level 8, Swift at level 12, Dizzy Punch at level 15, Egg Bomb at level 19, Shell Smash at level 22, Double-Edge at level 26, Mega Kick at level 29, Amnesia at level 33, Skull Bash at level 36, Last Resort at level 40
507 Herdier    : Double Kick at level 1, Tailwind at level 1, Sweet Kiss at level 1, SmellingSalt at level 1, Present at level 5, Headbutt at level 8, Chip Away at level 12, Attract at level 15, Body Slam at level 20, Rock Climb at level 24, Slack Off at level 29, Copycat at level 33, Healing Wish at level 38, Crush Grip at level 42, Super Fang at level 47
508 Stoutland  : Rollout at level 1, Splash at level 1, Copycat at level 1, Lovely Kiss at level 1, Endure at level 1, Nature Power at level 1, Scratch at level 1, Quick Attack at level 5, Fury Attack at level 8, Sludge at level 12, Horn Attack at level 15, SmellingSalt at level 20, Odor Sleuth at level 24, Hyper Voice at level 29, Rock Climb at level 36, Foul Play at level 42, Metronome at level 51, Psycho Boost at level 59
509 Purrloin   : Snarl at level 1, Bite at level 3, Natural Gift at level 6, Faint Attack at level 10, Needle Arm at level 12, Camouflage at level 15, Lock-On at level 19, Secret Power at level 21, Punishment at level 24, Beat Up at level 28, Crunch at level 30, Spit Up at level 33, Flash at level 37, Night Daze at level 39, Morning Sun at level 42, Foul Play at level 46
510 Liepard    : Telekinesis at level 1, Rage at level 1, Rock Smash at level 1, Bite at level 1, Beat Up at level 3, Sweet Scent at level 6, Hone Claws at level 10, Torment at level 12, Taunt at level 15, Work Up at level 19, Bug Bite at level 22, Knock Off at level 26, Horn Attack at level 31, Secret Power at level 34, Sucker Punch at level 38, Trump Card at level 43, Shadow Ball at level 47, Tri Attack at level 50, Crunch at level 55
511 Pansage    : Mega Drain at level 1, Vine Whip at level 4, Lucky Chant at level 7, Aromatherapy at level 10, Needle Arm at level 13, Horn Leech at level 16, Grass Pledge at level 19, Wood Hammer at level 22, Synthesis at level 25, Protect at level 28, Power Whip at level 31, Mega Kick at level 34, Charge at level 37, Frenzy Plant at level 40, Swords Dance at level 43
512 Simisage   : Aromatherapy at level 1, Charge Beam at level 1, Dragon Tail at level 1, Frenzy Plant at level 1
513 Pansear    : Scratch at level 1, Acupressure at level 4, Round at level 7, Flame Wheel at level 10, Shadow Punch at level 13, Fire Punch at level 16, Telekinesis at level 19, Bone Rush at level 22, Lava Plume at level 25, Thunderbolt at level 28, Fusion Flare at level 31, Fire Blast at level 34, Heat Crash at level 37, Flare Blitz at level 40, Blast Burn at level 43
514 Simisear   : Bite at level 1, Incinerate at level 1, Sacred Fire at level 1, Flare Blitz at level 1
515 Panpour    : Acid at level 1, Arm Thrust at level 4, Water Pulse at level 7, Octazooka at level 10, BubbleBeam at level 13, Headbutt at level 16, Water Pledge at level 19, Muddy Water at level 22, Trump Card at level 25, Crabhammer at level 28, Hydro Pump at level 31, Hydro Cannon at level 34, Selfdestruct at level 37, Aqua Ring at level 40, Horn Drill at level 43
516 Simipour   : Weather Ball at level 1, Ice Punch at level 1, Razor Shell at level 1, Fusion Bolt at level 1
517 Munna      : Rest at level 1, Scratch at level 1, Meditate at level 5, Heart Stamp at level 7, Avalanche at level 11, Dragon Tail at level 13, Psybeam at level 17, Miracle Eye at level 19, Extrasensory at level 23, Dig at level 25, Conversion at level 29, Psychic at level 31, Teleport at level 35, Dream Eater at level 37, Psycho Boost at level 41, Trick Room at level 43, Simple Beam at level 47
518 Musharna   : Luster Purge at level 1, Zen Headbutt at level 1, Extrasensory at level 1, Psystrike at level 1
519 Pidove     : Gust at level 1, DoubleSlap at level 4, Pluck at level 8, Aerial Ace at level 11, FeatherDance at level 15, Dizzy Punch at level 18, Retaliate at level 22, Drill Peck at level 25, Sludge Bomb at level 29, Sky Attack at level 32, Howl at level 36, Selfdestruct at level 39, Glare at level 43, Foresight at level 46, Slack Off at level 50
520 Tranquill  : Gust at level 1, Acrobatics at level 1, Aerial Ace at level 1, Pluck at level 1, Sky Drop at level 4, Chatter at level 8, Air Slash at level 11, Defog at level 15, Drill Peck at level 18, Body Slam at level 23, Bounce at level 27, Aeroblast at level 32, Techno Blast at level 36, Brave Bird at level 41, Hail at level 45, Sky Attack at level 50, Giga Impact at level 54, Explosion at level 59
521 Unfezant   : Constrict at level 1, Roost at level 1, Acrobatics at level 1, Air Cutter at level 1, Sky Drop at level 4, Guillotine at level 8, Aerial Ace at level 11, Wing Attack at level 15, Chatter at level 18, Wonder Room at level 23, Wring Out at level 27, Drill Peck at level 33, Growth at level 38, Fire Pledge at level 44, Crush Grip at level 49, Bounce at level 55, Spit Up at level 60, Thrash at level 66
522 Blitzle    : Charge Beam at level 1, Electroweb at level 4, Spark at level 8, Softboiled at level 11, Slash at level 15, Bounce at level 18, Uproar at level 22, Crush Grip at level 25, Fusion Bolt at level 29, Zap Cannon at level 32, Electro Ball at level 36, Volt Tackle at level 39, Bolt Strike at level 43
523 Zebstrika  : Electro Ball at level 1, ThunderShock at level 1, Charge Beam at level 1, Shock Wave at level 1, Spike Cannon at level 4, Spark at level 8, Facade at level 11, Volt Switch at level 15, ThunderPunch at level 18, Discharge at level 22, Body Slam at level 25, Psych Up at level 31, Wild Charge at level 36, Thunder at level 42, Zap Cannon at level 47, Volt Tackle at level 53
524 Roggenrola : Smack Down at level 1, Roar at level 4, Return at level 7, Rock Throw at level 10, Psybeam at level 14, Stealth Rock at level 17, Facade at level 20, Rock Slide at level 23, Power Gem at level 27, Rock Polish at level 30, Rock Wrecker at level 33, Head Smash at level 36, Giga Impact at level 40
525 Boldore    : Rollout at level 1, Feint at level 1, Smack Down at level 1, Rock Tomb at level 1, Mist Ball at level 4, Facade at level 7, Icicle Spear at level 10, Swords Dance at level 14, Rock Blast at level 17, Power Gem at level 20, Stealth Rock at level 23, Stone Edge at level 25, Thrash at level 30, Head Smash at level 36, Rock Wrecker at level 42, Grudge at level 48, Wide Guard at level 55
526 Gigalith   : Sandstorm at level 1, Vacuum Wave at level 1, Tackle at level 1, Smack Down at level 1, AncientPower at level 4, Flame Burst at level 7, Rock Slide at level 10, Power Gem at level 14, Egg Bomb at level 17, Stone Edge at level 20, Techno Blast at level 23, Skull Bash at level 25, Rock Polish at level 30, Head Smash at level 36, Mimic at level 42, Wide Guard at level 48, Present at level 55
527 Woobat     : Round at level 1, Entrainment at level 4, Trick at level 8, Acupressure at level 12, Mist Ball at level 15, Psycho Cut at level 19, Skill Swap at level 21, Brave Bird at level 25, Power Trick at level 29, Heart Swap at level 29, Defog at level 32, Heal Block at level 36, Amnesia at level 41, Synchronoise at level 47
528 Swoobat    : Wonder Room at level 1, Mirror Coat at level 1, Recycle at level 1, Acrobatics at level 1, Heart Stamp at level 4, Heal Block at level 8, Air Cutter at level 12, Pluck at level 15, Venoshock at level 19, Tailwind at level 21, Gravity at level 25, Trick at level 29, Guard Swap at level 29, Psyshock at level 32, Extrasensory at level 36, Drill Peck at level 41, Sky Attack at level 47
529 Drilbur    : Absorb at level 1, Sand Tomb at level 1, Fury Attack at level 5, Mud Shot at level 8, Reversal at level 12, Mud Sport at level 15, Bulldoze at level 19, Bone Club at level 22, Conversion 2 at level 26, Volt Switch at level 29, Dig at level 33, Magic Coat at level 36, Earthquake at level 40, Magnitude at level 43, Bonemerang at level 47
530 Excadrill  : Magnitude at level 1, Sand Tomb at level 1, Acrobatics at level 1, Mud Shot at level 1, Mud Sport at level 5, Silver Wind at level 8, Bulldoze at level 12, Mud Bomb at level 15, Stomp at level 19, Bone Club at level 22, Fissure at level 26, Mist Ball at level 29, Dig at level 31, Earth Power at level 36, Sand-Attack at level 42, Bonemerang at level 49, Earthquake at level 55, Focus Blast at level 62
531 Audino     : Stockpile at level 1, Fury Attack at level 1, Tackle at level 1, Stomp at level 5, Headbutt at level 10, Slam at level 15, Sketch at level 20, Yawn at level 25, Bide at level 30, Safeguard at level 35, Hidden Power at level 40, Earthquake at level 45, Fire Blast at level 50, Skull Bash at level 55
532 Timburr    : Milk Drink at level 1, Mach Punch at level 1, Rolling Kick at level 4, Vital Throw at level 8, Drain Punch at level 12, ExtremeSpeed at level 16, Final Gambit at level 20, Detect at level 24, Howl at level 28, Sacred Sword at level 31, Energy Ball at level 34, Hammer Arm at level 37, Reversal at level 40, Close Combat at level 43, Quick Guard at level 46, Blue Flare at level 49
533 Gurdurr    : Pound at level 1, Double Kick at level 1, Low Kick at level 1, Force Palm at level 1, Circle Throw at level 4, Bulk Up at level 8, Dizzy Punch at level 12, Final Gambit at level 16, Drain Punch at level 20, Sky Uppercut at level 24, Jump Kick at level 29, DynamicPunch at level 33, Close Combat at level 37, Focus Blast at level 41, Hi Jump Kick at level 45, Focus Punch at level 49, Wring Out at level 53, Eruption at level 57
534 Conkeldurr : Low Kick at level 1, Arm Thrust at level 1, Rolling Kick at level 1, Force Palm at level 1, Low Sweep at level 4, Detect at level 8, Reversal at level 12, Vital Throw at level 16, Wake-Up Slap at level 20, Seismic Toss at level 24, Drain Punch at level 29, Quick Guard at level 33, Bestow at level 37, ThunderPunch at level 41, Zen Headbutt at level 45, Acupressure at level 49, Secret Sword at level 53, Jump Kick at level 57
535 Tympole    : Whirlpool at level 1, Aqua Jet at level 1, Karate Chop at level 5, Protect at level 9, SonicBoom at level 12, Water Pulse at level 16, BubbleBeam at level 20, Brine at level 23, Chip Away at level 27, Scald at level 31, Hydro Pump at level 34, Close Combat at level 38, Spikes at level 42, Hydro Cannon at level 45
536 Palpitoad  : Water Gun at level 1, Tackle at level 1, Rain Dance at level 1, Mud Shot at level 1, Razor Leaf at level 5, Magnitude at level 9, ViceGrip at level 12, Water Pulse at level 16, Shock Wave at level 20, BubbleBeam at level 23, Mud Bomb at level 28, Water Pledge at level 33, Crabhammer at level 37, Bonemerang at level 42, Wood Hammer at level 47, Water Spout at level 51
537 Seismitoad : Rain Dance at level 1, Sand Tomb at level 1, Sand-Attack at level 1, Acid Spray at level 1, Water Pulse at level 5, Mud Bomb at level 9, Drill Run at level 12, Water Pledge at level 16, Muddy Water at level 20, Earth Power at level 23, Sacred Sword at level 28, Aqua Tail at level 33, Magnitude at level 36, Bonemerang at level 39, Close Combat at level 44, Aqua Ring at level 49, Hydro Cannon at level 53, Withdraw at level 59
538 Throh      : Rock Smash at level 1, Snore at level 1, Karate Chop at level 5, Rest at level 9, Round at level 13, Force Palm at level 17, Circle Throw at level 21, Wake-Up Slap at level 25, Slash at level 29, Body Slam at level 33, Secret Sword at level 37, Judgment at level 41, Megahorn at level 45, Hi Jump Kick at level 49, Skull Bash at level 53
539 Sawk       : Vacuum Wave at level 1, Circle Throw at level 1, Grass Knot at level 5, Double Kick at level 9, Vital Throw at level 13, Retaliate at level 17, Drain Punch at level 21, Reversal at level 25, Fissure at level 29, Sky Uppercut at level 33, Bonemerang at level 37, Hammer Arm at level 41, Imprison at level 45, Thrash at level 49, Superpower at level 53
540 Sewaddle   : Mega Drain at level 1, U-turn at level 1, Defend Order at level 8, Giga Drain at level 15, Megahorn at level 22, Seed Flare at level 29, Petal Dance at level 36, Frenzy Plant at level 43
541 Swadloon   : Heal Order at level 1, Leaf Tornado at level 1, U-turn at level 1, String Shot at level 1, Hyper Fang at level 1, X-Scissor at level 20
542 Leavanny   : Twineedle at level 1, Needle Arm at level 1, Magical Leaf at level 1, Silver Wind at level 1, Bug Bite at level 1, Signal Beam at level 8, Stun Spore at level 15, Giga Drain at level 22, Bullet Seed at level 29, X-Scissor at level 32, GrassWhistle at level 36, Bug Buzz at level 39, Quiver Dance at level 43, Seed Flare at level 46, Leaf Storm at level 50
543 Venipede   : Twineedle at level 1, Struggle Bug at level 1, Bug Bite at level 5, Spider Web at level 8, Heal Order at level 12, X-Scissor at level 15, Attack Order at level 19, Bug Buzz at level 22, String Shot at level 26, PoisonPowder at level 29, Copycat at level 33, Coil at level 36, Sludge Bomb at level 40, Power Swap at level 43
544 Whirlipede : Coil at level 1, Barrier at level 1, Fury Cutter at level 1, False Swipe at level 1, Struggle Bug at level 5, Bug Bite at level 8, Baton Pass at level 12, Quiver Dance at level 15, String Shot at level 19, Venoshock at level 22, Toxic Spikes at level 23, Sacred Sword at level 28, Rage Powder at level 32, Searing Shot at level 37, Iron Tail at level 41, Megahorn at level 46, Hyper Beam at level 50
545 Scolipede  : Fury Cutter at level 1, String Shot at level 1, Fury Attack at level 1, Clear Smog at level 1, Struggle Bug at level 1, Poison Tail at level 5, Magnet Bomb at level 8, Bug Bite at level 12, Silver Wind at level 15, Venoshock at level 19, U-turn at level 23, Signal Beam at level 28, Attack Order at level 30, Sludge Wave at level 33, Heal Order at level 39, Synthesis at level 44, Megahorn at level 50, Gunk Shot at level 55
546 Cottonee   : Quick Attack at level 1, Fury Swipes at level 4, Ingrain at level 8, Stealth Rock at level 10, Thunder Fang at level 13, Headbutt at level 17, Horn Leech at level 19, Giga Drain at level 22, Seed Bomb at level 26, Crush Grip at level 28, Tri Attack at level 31, Close Combat at level 35, Mega Kick at level 37, Megahorn at level 40, Skull Bash at level 44, Frenzy Plant at level 46
547 Whimsicott : Needle Arm at level 1, Leaf Tornado at level 1, Spore at level 1, Psystrike at level 1, SolarBeam at level 10, Petal Dance at level 28, Frenzy Plant at level 46
548 Petilil    : Rapid Spin at level 1, Will-O-Wisp at level 4, Razor Leaf at level 8, Sludge at level 10, Sleep Powder at level 13, Hyper Fang at level 17, Ingrain at level 19, Spore at level 22, Synchronoise at level 26, Electro Ball at level 28, Petal Dance at level 31, Magic Coat at level 35, Trick at level 37, Leaf Storm at level 40, Frenzy Plant at level 44, Acupressure at level 46
549 Lilligant  : Leech Seed at level 1, Magical Leaf at level 1, Work Up at level 1, Bullet Seed at level 1, Petal Dance at level 10, Scary Face at level 28, Brave Bird at level 46
550 Basculin   : Final Gambit at level 1, Clamp at level 1, Tackle at level 4, Water Pulse at level 7, BubbleBeam at level 10, Withdraw at level 13, Headbutt at level 16, Facade at level 20, Crush Claw at level 24, Water Pledge at level 28, Crunch at level 32, Rain Dance at level 36, Blaze Kick at level 41, Aeroblast at level 46, Hydro Pump at level 51, Hydro Cannon at level 56
551 Sandile    : Mud-Slap at level 1, Sand Tomb at level 1, Pursuit at level 4, Mud Shot at level 7, Memento at level 10, Bulldoze at level 13, Sand-Attack at level 16, Dark Void at level 19, Mud Bomb at level 22, Fake Tears at level 25, Retaliate at level 28, Mud Sport at level 31, Fissure at level 34, Drill Run at level 37, Earth Power at level 40, Foul Play at level 43, Bonemerang at level 46
552 Krokorok   : Spikes at level 1, Mud-Slap at level 1, Sand Tomb at level 1, Bulldoze at level 1, Bug Bite at level 4, Torment at level 7, Magical Leaf at level 10, Mud Bomb at level 13, Bone Club at level 16, Sunny Day at level 19, Memento at level 22, Dark Pulse at level 25, Barrier at level 28, Mud Sport at level 32, Dig at level 36, Crunch at level 40, Bonemerang at level 44, Blue Flare at level 48, Sand-Attack at level 52
553 Krookodile : Metal Burst at level 1, Sand Tomb at level 1, Pursuit at level 1, Payback at level 1, Bulldoze at level 4, Snatch at level 7, Thief at level 10, Bone Club at level 13, Magnitude at level 16, Night Slash at level 19, Chip Away at level 22, Crunch at level 25, Drill Run at level 28, Dig at level 32, Water Pledge at level 36, Foul Play at level 42, Beat Up at level 48, Fissure at level 54, Bonemerang at level 60
554 Darumaka   : Incinerate at level 1, Fire Fang at level 3, Luster Purge at level 6, Fire Pledge at level 9, Fiery Dance at level 11, Sunny Day at level 14, Body Slam at level 17, Howl at level 19, Flamethrower at level 22, Heat Wave at level 25, Searing Shot at level 27, Magma Storm at level 30, Flare Blitz at level 33, Will-O-Wisp at level 35, Superpower at level 39, V-create at level 42
555 Darmanitan : Tackle at level 1, Sweet Kiss at level 1, Lovely Kiss at level 1, Incinerate at level 1, Defense Curl at level 3, Flame Wheel at level 6, Magic Room at level 9, Endeavor at level 11, Fire Fang at level 14, Leaf Tornado at level 17, Flame Burst at level 19, Stockpile at level 22, Crush Claw at level 25, Fire Punch at level 27, Fiery Dance at level 30, Shell Smash at level 33, Lava Plume at level 35, Magma Storm at level 39, Skull Bash at level 47, Overheat at level 54
556 Maractus   : Follow Me at level 1, Vine Whip at level 1, Leaf Tornado at level 3, Glaciate at level 6, GrassWhistle at level 10, Headbutt at level 13, Leech Seed at level 15, Bullet Seed at level 18, Seed Bomb at level 22, Energy Ball at level 26, Snatch at level 29, Hyper Voice at level 33, Leaf Blade at level 38, Wood Hammer at level 42, Mean Look at level 45, Petal Dance at level 50, SolarBeam at level 55, Frenzy Plant at level 57
557 Dwebble    : Fury Cutter at level 1, Smack Down at level 5, Struggle Bug at level 7, Silver Wind at level 11, Steamroller at level 13, Rage Powder at level 17, Rock Blast at level 19, Defend Order at level 23, Sucker Punch at level 24, X-Scissor at level 29, Attack Order at level 31, Rock Polish at level 35, Tail Glow at level 37, Bug Buzz at level 41, Megahorn at level 43
558 Crustle    : Leech Life at level 1, Defend Order at level 1, Rollout at level 1, Vacuum Wave at level 1, Fury Cutter at level 5, Struggle Bug at level 7, Twineedle at level 11, Smack Down at level 13, Rock Throw at level 17, AncientPower at level 19, Silver Wind at level 23, U-turn at level 24, Power Gem at level 29, Attack Order at level 31, String Shot at level 38, Sweet Scent at level 43, Stone Edge at level 50, Head Smash at level 55
559 Scraggy    : Triple Kick at level 1, Rock Smash at level 1, Psych Up at level 5, Mach Punch at level 9, Payback at level 12, Assurance at level 16, Bite at level 20, Flatter at level 23, Taunt at level 27, Revenge at level 31, Knock Off at level 34, Facade at level 38, Secret Sword at level 42, Attack Order at level 45, Hi Jump Kick at level 49, Focus Punch at level 53
560 Scrafty    : Mach Punch at level 1, Arm Thrust at level 1, Weather Ball at level 1, Snore at level 1, Snarl at level 5, Fake Tears at level 9, Faint Attack at level 12, Force Palm at level 16, Bite at level 20, Rock Blast at level 23, Dark Pulse at level 27, Crunch at level 31, Submission at level 34, Beat Up at level 38, Sucker Punch at level 45, Night Daze at level 51, DynamicPunch at level 58, Close Combat at level 65
561 Sigilyph   : DoubleSlap at level 1, Pluck at level 1, Psywave at level 4, Mirror Move at level 8, Trick at level 11, FeatherDance at level 14, Chatter at level 18, Luster Purge at level 21, Air Slash at level 24, Ice Punch at level 28, Tri Attack at level 31, Sketch at level 34, Dark Void at level 38, Reflect at level 41, Aeroblast at level 44, Brave Bird at level 48, Guard Swap at level 51
562 Yamask     : Pay Day at level 1, Ominous Wind at level 1, Shadow Punch at level 5, Magical Leaf at level 9, Hex at level 13, Shadow Ball at level 17, Judgment at level 21, Mega Kick at level 25, Grudge at level 29, Thrash at level 33, Shadow Force at level 33, Destiny Bond at level 37, FeatherDance at level 41, Giga Impact at level 45, Head Smash at level 49
